attack_id,name,aliases,platforms,description,created,modified,stix_id,url
S0594,Out1,Out1,Windows,[Out1](https://attack.mitre.org/software/S0594) is a remote access tool written in python and used by [MuddyWater](https://attack.mitre.org/groups/G0069) since at least 2021.(Citation: Trend Micro Muddy Water March 2021),2021-03-19T13:11:50.666Z,2025-04-25T14:45:22.072Z,tool--80c815bb-b24a-4b9c-9d73-ff4c075a278d,https://attack.mitre.org/software/S0594
S0591,ConnectWise,ConnectWise | ScreenConnect,Windows,[ConnectWise](https://attack.mitre.org/software/S0591) is a legitimate remote administration tool that has been used since at least 2016 by threat actors including [MuddyWater](https://attack.mitre.org/groups/G0069) and [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) to connect to and conduct lateral movement in target environments.(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021),2021-03-18T13:39:27.676Z,2025-10-13T20:02:57.828Z,tool--842976c7-f9c8-41b2-8371-41dc64fbe261,https://attack.mitre.org/software/S0591
S1176,attrib,attrib | attrib.exe,Windows,"[attrib](https://attack.mitre.org/software/S1176) is a Windows utility used to display, set or remove attributes assigned to files or directories.(Citation: Microsoft attrib 2023)",2024-12-04T15:47:07.382Z,2025-01-02T21:29:42.017Z,tool--8c6e9947-f7b1-4bd3-9d5d-cc7d39934989,https://attack.mitre.org/software/S1176
S0434,Imminent Monitor,Imminent Monitor,Windows,"[Imminent Monitor](https://attack.mitre.org/software/S0434) was a commodity remote access tool (RAT) offered for sale from 2012 until 2019, when an operation was conducted to take down the Imminent Monitor infrastructure. Various cracked versions and variations of this RAT are still in circulation.(Citation: Imminent Unit42 Dec2019)",2020-05-05T18:45:36.358Z,2023-10-03T19:35:03.646Z,tool--8f8cd191-902c-4e83-bf20-b57c8c4640e9,https://attack.mitre.org/software/S0434
S0358,Ruler,Ruler,Windows | Office Suite,"[Ruler](https://attack.mitre.org/software/S0358) is a tool to abuse Microsoft Exchange services. It is publicly available on GitHub and the tool is executed via the command line. The creators of [Ruler](https://attack.mitre.org/software/S0358) have also released a defensive tool, NotRuler, to detect its usage.(Citation: SensePost Ruler GitHub)(Citation: SensePost NotRuler)",2019-02-04T18:27:00.501Z,2025-04-25T14:45:22.953Z,tool--90ac9266-68ce-46f2-b24f-5eb3b2a8ea38,https://attack.mitre.org/software/S0358
S0193,Forfiles,,,"[Forfiles](https://attack.mitre.org/software/S0193) is a Windows utility commonly used in batch jobs to execute commands on one or more selected files or directories (ex: list all directories in a drive, read the first line of all files created yesterday, etc.). Forfiles can be executed from either the command line, Run window, or batch files/scripts. (Citation: Microsoft Forfiles Aug 2016)",2018-04-18T17:59:24.739Z,2025-04-25T14:45:23.318Z,tool--90ec2b22-7061-4469-b539-0989ec4f96c2,https://attack.mitre.org/software/S0193
S0191,Winexe,Winexe,,"[Winexe](https://attack.mitre.org/software/S0191) is a lightweight, open source tool similar to [PsExec](https://attack.mitre.org/software/S0029) designed to allow system administrators to execute commands on remote servers. (Citation: Winexe Github Sept 2013) [Winexe](https://attack.mitre.org/software/S0191) is unique in that it is a GNU/Linux based client. (Citation: Überwachung APT28 Forfiles June 2015)",2018-04-18T17:59:24.739Z,2024-09-04T21:09:10.255Z,tool--96fd6cc4-a693-4118-83ec-619e5352d07d,https://attack.mitre.org/software/S0191
S0500,MCMD,MCMD,Windows,[MCMD](https://attack.mitre.org/software/S0500) is a remote access tool that provides remote command shell capability used by [Dragonfly 2.0](https://attack.mitre.org/groups/G0074).(Citation: Secureworks MCMD July 2019),2020-08-13T17:15:25.702Z,2025-04-16T20:38:54.178Z,tool--975737f1-b10d-476f-8bda-3ec26ea57172,https://attack.mitre.org/software/S0500
S0359,Nltest,Nltest,Windows,[Nltest](https://attack.mitre.org/software/S0359) is a Windows command-line utility used to list domain controllers and enumerate domain trusts.(Citation: Nltest Manual),2019-02-14T17:08:55.176Z,2024-09-25T20:27:04.356Z,tool--981acc4c-2ede-4b56-be6e-fa1a75f37acf,https://attack.mitre.org/software/S0359
S0413,MailSniper,MailSniper,Windows | Office Suite,"MailSniper is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used by a non-administrative user to search their own email, or by an Exchange administrator to search the mailboxes of every user in a domain.(Citation: GitHub MailSniper)",2019-10-05T02:34:01.189Z,2024-10-14T22:11:30.271Z,tool--999c4e6e-b8dc-4b4f-8d6e-1b829f29997e,https://attack.mitre.org/software/S0413
S0225,sqlmap,,,[sqlmap](https://attack.mitre.org/software/S0225) is an open source penetration testing tool that can be used to automate the process of detecting and exploiting SQL injection flaws. (Citation: sqlmap Introduction),2018-04-18T17:59:24.739Z,2025-04-25T14:45:24.383Z,tool--9a2640c2-9f43-46fe-b13f-bde881e55555,https://attack.mitre.org/software/S0225
S0006,pwdump,pwdump,Windows,[pwdump](https://attack.mitre.org/software/S0006) is a credential dumper. (Citation: Wikipedia pwdump),2017-05-31T21:32:13.051Z,2025-04-25T14:45:24.744Z,tool--9de2308e-7bed-43a3-8e58-f194b3586700,https://attack.mitre.org/software/S0006
S0174,Responder,Responder,,"Responder is an open source tool used for LLMNR, NBT-NS and MDNS poisoning, with built-in HTTP/SMB/MSSQL/FTP/LDAP rogue authentication server supporting NTLMv1/NTLMv2/LMv2, Extended Security NTLMSSP and Basic HTTP authentication. (Citation: GitHub Responder)",2018-01-16T16:13:52.465Z,2025-04-16T20:38:54.639Z,tool--a1dd2dbd-1550-44bf-abcc-1a4c52e97719,https://attack.mitre.org/software/S0174
S0122,Pass-The-Hash Toolkit,,,"[Pass-The-Hash Toolkit](https://attack.mitre.org/software/S0122) is a toolkit that allows an adversary to ""pass"" a password hash (without knowing the original password) to log in to systems. (Citation: Mandiant APT1)",2017-05-31T21:33:11.426Z,2025-04-25T14:45:25.272Z,tool--a52edc76-328d-4596-85e7-d56ef5a9eb69,https://attack.mitre.org/software/S0122
S0695,Donut,Donut,Windows,[Donut](https://attack.mitre.org/software/S0695) is an open source framework used to generate position-independent shellcode.(Citation: Donut Github)(Citation: Introducing Donut) [Donut](https://attack.mitre.org/software/S0695) generated code has been used by multiple threat actors to inject and load malicious payloads into memory.(Citation: NCC Group WastedLocker June 2020),2022-03-25T13:35:46.781Z,2025-04-16T20:38:54.932Z,tool--a7b5df47-73bb-4d47-b701-869f185633a6,https://attack.mitre.org/software/S0695
S0002,Mimikatz,Mimikatz,Windows,"[Mimikatz](https://attack.mitre.org/software/S0002) is a credential dumper capable of obtaining plaintext Windows account logins and passwords, along with many other features that make it useful for testing the security of networks. (Citation: Deply Mimikatz) (Citation: Adsecurity Mimikatz Guide)",2017-05-31T21:32:11.544Z,2024-11-27T21:53:57.705Z,tool--afc079f3-c0ea-4096-b75d-3f05338b7f60,https://attack.mitre.org/software/S0002
S0008,gsecdump,gsecdump,Windows,[gsecdump](https://attack.mitre.org/software/S0008) is a publicly-available credential dumper used to obtain password hashes and LSA secrets from Windows operating systems. (Citation: TrueSec Gsecdump),2017-05-31T21:32:13.755Z,2024-11-17T23:49:27.288Z,tool--b07c2c47-fefb-4d7c-a69e-6a3296171f54,https://attack.mitre.org/software/S0008
S0581,IronNetInjector,IronNetInjector,Windows,[IronNetInjector](https://attack.mitre.org/software/S0581) is a [Turla](https://attack.mitre.org/groups/G0010) toolchain that utilizes scripts from the open-source IronPython implementation of Python with a .NET injector to drop one or more payloads including [ComRAT](https://attack.mitre.org/software/S0126).(Citation: Unit 42 IronNetInjector February 2021 ),2021-02-24T21:28:44.175Z,2024-04-11T02:14:36.791Z,tool--b1595ddd-a783-482a-90e1-8afc8d48467e,https://attack.mitre.org/software/S0581
S0102,nbtstat,,,[nbtstat](https://attack.mitre.org/software/S0102) is a utility used to troubleshoot NetBIOS name resolution. (Citation: TechNet Nbtstat),2017-05-31T21:33:03.773Z,2025-04-25T14:45:26.343Z,tool--b35068ec-107a-4266-bda8-eb7036267aea,https://attack.mitre.org/software/S0102
S0231,Invoke-PSImage,Invoke-PSImage,,"[Invoke-PSImage](https://attack.mitre.org/software/S0231) takes a PowerShell script and embeds the bytes of the script into the pixels of a PNG image. It generates a one liner for executing either from a file of from the web. Example of usage is embedding the PowerShell code from the Invoke-Mimikatz module and embed it into an image file. By calling the image file from a macro for example, the macro will download the picture and execute the PowerShell code, which in this case will dump the passwords. (Citation: GitHub Invoke-PSImage)",2018-04-18T17:59:24.739Z,2025-04-16T20:38:55.222Z,tool--b52d6583-14a2-4ddc-8527-87fd2142558f,https://attack.mitre.org/software/S0231
S0590,NBTscan,NBTscan,Windows | Linux | macOS,[NBTscan](https://attack.mitre.org/software/S0590) is an open source tool that has been used by state groups to conduct internal reconnaissance within a compromised network.(Citation: Debian nbtscan Nov 2019)(Citation: SecTools nbtscan June 2003)(Citation: Symantec Waterbug Jun 2019)(Citation: FireEye APT39 Jan 2019),2021-03-17T15:26:20.015Z,2025-04-25T14:45:26.872Z,tool--b63970b7-ddfb-4aee-97b1-80d335e033a8,https://attack.mitre.org/software/S0590
S0349,LaZagne,LaZagne,Linux | macOS | Windows,"[LaZagne](https://attack.mitre.org/software/S0349) is a post-exploitation, open-source tool used to recover stored passwords on a system. It has modules for Windows, Linux, and OSX, but is mainly focused on Windows systems. [LaZagne](https://attack.mitre.org/software/S0349) is publicly available on GitHub.(Citation: GitHub LaZagne Dec 2018)",2019-01-30T16:44:59.887Z,2024-04-04T03:49:27.035Z,tool--b76b2d94-60e4-4107-a903-4a3a7622fb3b,https://attack.mitre.org/software/S0349
S0097,Ping,Ping,,[Ping](https://attack.mitre.org/software/S0097) is an operating system utility commonly used to troubleshoot and verify network connections. (Citation: TechNet Ping),2017-05-31T21:33:01.483Z,2025-04-16T20:38:55.518Z,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47,https://attack.mitre.org/software/S0097
S0106,cmd,cmd | cmd.exe,Windows,"[cmd](https://attack.mitre.org/software/S0106) is the Windows command-line interpreter that can be used to interact with systems and execute other processes and utilities. (Citation: TechNet Cmd) Cmd.exe contains native functionality to perform many operations to interact with the system, including listing files in a directory (e.g., <code>dir</code> (Citation: TechNet Dir)), deleting files (e.g., <code>del</code> (Citation: TechNet Del)), and copying files (e.g., <code>copy</code> (Citation: TechNet Copy)).",2017-05-31T21:33:05.319Z,2025-04-16T20:38:55.702Z,tool--bba595da-b73a-4354-aa6c-224d4de7cb4e,https://attack.mitre.org/software/S0106
S0103,route,,,[route](https://attack.mitre.org/software/S0103) can be used to find or change information within the local system IP routing table. (Citation: TechNet Route),2017-05-31T21:33:04.151Z,2025-04-16T20:38:55.853Z,tool--c11ac61d-50f4-444f-85d8-6f006067f0de,https://attack.mitre.org/software/S0103
S0404,esentutl,esentutl | esentutl.exe,Windows,[esentutl](https://attack.mitre.org/software/S0404) is a command-line tool that provides database utilities for the Windows Extensible Storage Engine.(Citation: Microsoft Esentutl),2019-09-03T18:25:36.963Z,2023-09-28T03:45:36.045Z,tool--c256da91-6dd5-40b2-beeb-ee3b22ab3d27,https://attack.mitre.org/software/S0404
S0488,CrackMapExec,CrackMapExec,Windows,"[CrackMapExec](https://attack.mitre.org/software/S0488), or CME, is a post-exploitation tool developed in Python and designed for penetration testing against networks. [CrackMapExec](https://attack.mitre.org/software/S0488) collects Active Directory information to conduct lateral movement through targeted networks.(Citation: CME Github September 2018)",2020-07-17T14:23:05.958Z,2024-03-14T17:29:49.200Z,tool--c4810609-7da6-48ec-8057-1b70a7814db0,https://attack.mitre.org/software/S0488
S0250,Koadic,Koadic,Windows,"[Koadic](https://attack.mitre.org/software/S0250) is a Windows post-exploitation framework and penetration testing tool that is publicly available on GitHub. [Koadic](https://attack.mitre.org/software/S0250) has several options for staging payloads and creating implants, and performs most of its operations using Windows Script Host.(Citation: Github Koadic)(Citation: Palo Alto Sofacy 06-2018)(Citation: MalwareBytes LazyScripter Feb 2021)",2018-10-17T00:14:20.652Z,2024-11-17T14:12:07.296Z,tool--c8655260-9f4b-44e3-85e1-6538a5f6e4f4,https://attack.mitre.org/software/S0250
S0111,schtasks,schtasks | schtasks.exe,Windows,[schtasks](https://attack.mitre.org/software/S0111) is used to schedule execution of programs or scripts on a Windows system to run at a specific date and time. (Citation: TechNet Schtasks),2017-05-31T21:33:07.218Z,2025-04-16T20:38:56.004Z,tool--c9703cd3-141c-43a0-a926-380082be5d04,https://attack.mitre.org/software/S0111
S0119,Cachedump,Cachedump,Windows,[Cachedump](https://attack.mitre.org/software/S0119) is a publicly-available tool that program extracts cached password hashes from a system’s registry. (Citation: Mandiant APT1),2017-05-31T21:33:10.197Z,2025-04-25T14:45:28.653Z,tool--c9cd7ec9-40b7-49db-80be-1399eddd9c52,https://attack.mitre.org/software/S0119
S0361,Expand,Expand,Windows,[Expand](https://attack.mitre.org/software/S0361) is a Windows utility used to expand one or more compressed CAB files.(Citation: Microsoft Expand Utility) It has been used by [BBSRAT](https://attack.mitre.org/software/S0127) to decompress a CAB file into executable content.(Citation: Palo Alto Networks BBSRAT),2019-02-19T19:17:14.971Z,2025-04-25T14:45:29.018Z,tool--ca656c25-44f1-471b-9d9f-e2a3bbb84973,https://attack.mitre.org/software/S0361
S0192,Pupy,Pupy,Linux | Windows | macOS | Android,"[Pupy](https://attack.mitre.org/software/S0192) is an open source, cross-platform (Windows, Linux, OSX, Android) remote administration and post-exploitation tool. (Citation: GitHub Pupy) It is written in Python and can be generated as a payload in several different ways (Windows exe, Python file, PowerShell oneliner/file, Linux elf, APK, Rubber Ducky, etc.). (Citation: GitHub Pupy) [Pupy](https://attack.mitre.org/software/S0192) is publicly available on GitHub. (Citation: GitHub Pupy)",2018-04-18T17:59:24.739Z,2023-09-28T21:08:47.128Z,tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,https://attack.mitre.org/software/S0192
S0075,Reg,Reg | reg.exe,Windows,"[Reg](https://attack.mitre.org/software/S0075) is a Windows utility used to interact with the Windows Registry. It can be used at the command-line interface to query, add, modify, and remove information. (Citation: Microsoft Reg) Utilities such as [Reg](https://attack.mitre.org/software/S0075) are known to be used by persistent threats. (Citation: Windows Commands JPCERT)",2017-05-31T21:32:49.000Z,2025-04-16T20:38:56.474Z,tool--cde2d700-9ed1-46cf-9bce-07364fe8b24f,https://attack.mitre.org/software/S0075
S0095,ftp,ftp | ftp.exe,Linux | Windows | macOS,[ftp](https://attack.mitre.org/software/S0095) is a utility commonly available with operating systems to transfer information over the File Transfer Protocol (FTP). Adversaries can use it to transfer other tools onto a system or to exfiltrate data.(Citation: Microsoft FTP)(Citation: Linux FTP),2017-05-31T21:33:00.565Z,2025-06-04T16:11:23.752Z,tool--cf23bf4a-e003-4116-bbae-1ea6c558d565,https://attack.mitre.org/software/S0095
S0699,Mythic,Mythic,Windows | Linux | macOS,"[Mythic](https://attack.mitre.org/software/S0699) is an open source, cross-platform post-exploitation/command and control platform. [Mythic](https://attack.mitre.org/software/S0699) is designed to ""plug-n-play"" with various agents and communication channels.(Citation: Mythic Github)(Citation: Mythic SpecterOps)(Citation: Mythc Documentation) Deployed [Mythic](https://attack.mitre.org/software/S0699) C2 servers have been observed as part of potentially malicious infrastructure.(Citation: RecordedFuture 2021 Ad Infra)",2022-03-26T01:38:12.966Z,2025-04-16T20:38:56.653Z,tool--d505fc8b-2e64-46eb-96d6-9ef7ffca5b66,https://attack.mitre.org/software/S0699
S0040,HTRAN,HTRAN | HUC Packet Transmit Tool,Linux | Windows,[HTRAN](https://attack.mitre.org/software/S0040) is a tool that proxies connections through intermediate hops and aids users in disguising their true geographical location. It can be used by adversaries to hide their location when interacting with the victim networks. (Citation: Operation Quantum Entanglement)(Citation: NCSC Joint Report Public Tools),2017-05-31T21:32:32.011Z,2024-11-17T16:27:34.671Z,tool--d5e96a35-7b0b-4c6a-9533-d63ecbda563e,https://attack.mitre.org/software/S0040
S0195,SDelete,SDelete,Windows,[SDelete](https://attack.mitre.org/software/S0195) is an application that securely deletes data in a way that makes it unrecoverable. It is part of the Microsoft Sysinternals suite of tools. (Citation: Microsoft SDelete July 2016),2018-04-18T17:59:24.739Z,2025-04-25T14:45:30.257Z,tool--d8d19e33-94fd-4aa3-b94a-08ee801a2153,https://attack.mitre.org/software/S0195
S0262,QuasarRAT,QuasarRAT | xRAT,Windows,"[QuasarRAT](https://attack.mitre.org/software/S0262) is an open-source, remote access tool that has been publicly available on GitHub since at least 2014. [QuasarRAT](https://attack.mitre.org/software/S0262) is developed in the C# language.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)",2018-10-17T00:14:20.652Z,2024-05-07T19:10:03.843Z,tool--da04ac30-27da-4959-a67d-450ce47d9470,https://attack.mitre.org/software/S0262
S1205,cipher.exe,cipher.exe,Windows,[cipher.exe](https://attack.mitre.org/software/S1205) is a native Microsoft utility that manages encryption of directories and files on NTFS (New Technology File System) partitions by using the Encrypting File System (EFS).(Citation: cipher.exe),2025-02-25T17:31:00.202Z,2025-03-10T19:48:40.412Z,tool--da66959d-9875-4fde-bfed-11111a55895e,https://attack.mitre.org/software/S1205
S1071,Rubeus,Rubeus,Windows,"[Rubeus](https://attack.mitre.org/software/S1071) is a C# toolset designed for raw Kerberos interaction that has been used since at least 2020, including in ransomware operations.(Citation: GitHub Rubeus March 2023)(Citation: FireEye KEGTAP SINGLEMALT October 2020)(Citation: DFIR Ryuk's Return October 2020)(Citation: DFIR Ryuk 2 Hour Speed Run November 2020)",2023-03-29T20:19:26.940Z,2025-04-16T20:38:56.949Z,tool--e33267fe-099f-4af2-8730-63d49f8813b2,https://attack.mitre.org/software/S1071
S0183,Tor,Tor,Linux | Windows | macOS,"[Tor](https://attack.mitre.org/software/S0183) is a software suite and network that provides increased anonymity on the Internet. It creates a multi-hop proxy network and utilizes multilayer encryption to protect both the message and routing information. [Tor](https://attack.mitre.org/software/S0183) utilizes ""Onion Routing,"" in which messages are encrypted with multiple layers of encryption; at each step in the proxy network, the topmost layer is decrypted and the contents forwarded on to the next node until it reaches its destination. (Citation: Dingledine Tor The Second-Generation Onion Router)",2018-01-16T16:13:52.465Z,2025-09-29T20:22:30.453Z,tool--ed7d0cb1-87a6-43b4-9f46-ef1bc56d6c68,https://attack.mitre.org/software/S0183
S0552,AdFind,AdFind,Windows,[AdFind](https://attack.mitre.org/software/S0552) is a free command-line query tool that can be used for gathering information from Active Directory.(Citation: Red Canary Hospital Thwarted Ryuk October 2020)(Citation: FireEye FIN6 Apr 2019)(Citation: FireEye Ryuk and Trickbot January 2019),2020-12-28T18:35:50.244Z,2024-09-25T15:21:53.462Z,tool--f59508a6-3615-47c3-b493-6676e1a39a87,https://attack.mitre.org/software/S0552
S0645,Wevtutil,Wevtutil,Windows,[Wevtutil](https://attack.mitre.org/software/S0645) is a Windows command-line utility that enables administrators to retrieve information about event logs and publishers.(Citation: Wevtutil Microsoft Documentation),2021-09-14T21:45:30.280Z,2024-09-25T20:32:25.006Z,tool--f91162cc-1686-4ff8-8115-bf3f61a4cc7a,https://attack.mitre.org/software/S0645
S0224,Havij,,,[Havij](https://attack.mitre.org/software/S0224) is an automatic SQL Injection tool distributed by the Iranian ITSecTeam security company. Havij has been used by penetration testers and adversaries. (Citation: Check Point Havij Analysis),2018-04-18T17:59:24.739Z,2025-04-25T14:45:31.679Z,tool--fbd727ea-c0dc-42a9-8448-9e12962d1ab5,https://attack.mitre.org/software/S0224
S1209,Quick Assist,Quick Assist,Windows | macOS,"[Quick Assist](https://attack.mitre.org/software/S1209) is a remote assistance tool primarily for Microsoft Windows, although a macOS version also exists. [Quick Assist](https://attack.mitre.org/software/S1209) allows for remote screen sharing and, with end user approval, remote control and command execution on the enabling device.(Citation: Microsoft Storm-1811 2024)(Citation: Microsoft Quick Assist 2024)",2025-03-14T19:13:01.957Z,2025-03-14T19:17:27.658Z,tool--fcdb30de-5449-4777-a4f4-922e71f65932,https://attack.mitre.org/software/S1209
S0029,PsExec,PsExec,Windows,[PsExec](https://attack.mitre.org/software/S0029) is a free Microsoft tool that can be used to execute a program on another computer. It is used by IT administrators and attackers.(Citation: Russinovich Sysinternals)(Citation: SANS PsExec),2017-05-31T21:32:21.771Z,2024-09-25T20:31:21.768Z,tool--ff6caf67-ea1f-4895-b80e-4bb0fc31c6db,https://attack.mitre.org/software/S0029
S0408,FlexiSpy,FlexiSpy,Android,"[FlexiSpy](https://attack.mitre.org/software/S0408) is sophisticated surveillanceware for iOS and Android. Publicly-available, comprehensive analysis has only been found for the Android version.(Citation: FortiGuard-FlexiSpy)(Citation: CyberMerchants-FlexiSpy) [FlexiSpy](https://attack.mitre.org/software/S0408) markets itself as a parental control and employee monitoring application.(Citation: FlexiSpy-Website)",2019-09-04T15:38:56.070Z,2025-04-25T14:40:48.201Z,tool--1622fd3d-fcfc-4d02-ac49-f2d786f79b81,https://attack.mitre.org/software/S0408
S0298,Xbot,,,[Xbot](https://attack.mitre.org/software/S0298) is an Android malware family that was observed in 2016 primarily targeting Android users in Russia and Australia. (Citation: PaloAlto-Xbot),2017-10-25T14:48:48.609Z,2025-04-25T14:40:48.566Z,tool--da21929e-40c0-443d-bdf4-6b60d15448b4,https://attack.mitre.org/software/S0298
